date,pm25,pm10,o3,no2,so2,co
29/08/2019,17,22,42,10,0,2
30/08/2019,30,37,78,13,1,2
31/08/2019,51,48,85,16,1,4
01/09/2019,68,54,104,16,1,4
02/09/2019,80,69,127,22,1,7
03/09/2019,136,64,111,23,2,7
04/09/2019,137,62,113,18,1,6
05/09/2019,119,69,130,21,1,6
06/09/2019,135,66,119,23,0,6
07/09/2019,125,61,112,20,1,6
08/09/2019,106,88,118,16,4,14
09/09/2019,160,16,28,9,0,4
10/09/2019,40,32,20,17,5,7
11/09/2019,67,33,33,11,1,5
12/09/2019,70,37,32,10,0,4
13/09/2019,80,30,48,14,0,3
14/09/2019,53,55,70,20,1,5
15/09/2019,101,47,54,15,2,5
16/09/2019,69,56,75,14,1,6
17/09/2019,129,26,38,9,1,2
18/09/2019,30,60,46,21,2,6
19/09/2019,85,64,65,21,1,6
20/09/2019,111,74,104,23,3,12
21/09/2019,143,64,101,16,2,11
22/09/2019,159,48,49,18,1,6
23/09/2019,94,31,53,16,1,4
24/09/2019,51,48,81,21,1,6
25/09/2019,79,57,96,23,1,7
26/09/2019,112,51,79,14,1,9
27/09/2019,131,63,99,17,1,8
28/09/2019,150,67,102,20,1,8
29/09/2019,182,79,93,20,2,10
30/09/2019,160,65,0,11,2,8
01/04/2019,52,53,37,18,4,6
02/04/2019,94,69,59,24,5,6
03/04/2019,142,95,59,27,5,6
04/04/2019,149,248,35,13,1,2
05/04/2019,108,135,36,19,3,5
06/04/2019,123,75,36,19,4,5
07/04/2019,132,61,33,18,6,8
08/04/2019,104,31,27,10,0,4
09/04/2019,82,28,38,14,1,3
10/04/2019,88,58,46,15,1,4
11/04/2019,138,67,48,19,2,5
12/04/2019,151,72,37,19,2,4
13/04/2019,163,54,41,10,1,2
14/04/2019,70,74,49,19,3,4
15/04/2019,133,81,78,17,4,6
16/04/2019,160,91,94,28,5,9
17/04/2019,183,141,37,10,1,5
18/04/2019,121,62,33,11,1,3
19/04/2019,83,54,16,22,0,5
20/04/2019,122,109,44,22,3,8
21/04/2019,156,84,94,22,2,8
22/04/2019,176,60,39,12,1,6
23/04/2019,168,27,26,14,0,6
24/04/2019,104,25,41,6,0,1
25/04/2019,71,45,46,8,0,2
26/04/2019,109,44,35,11,0,3
27/04/2019,110,50,39,9,0,4
28/04/2019,135,61,66,16,1,8
29/04/2019,180,80,39,12,0,4
30/04/2019,167,38,47,11,0,1
01/05/2019,145,57,65,18,1,3
02/05/2019,214,73,89,19,4,5
03/05/2019,161,67,101,12,4,5
04/05/2019,145,47,40,7,0,2
05/05/2019,78,36,46,13,0,2
06/05/2019,79,50,52,16,1,2
07/05/2019,98,66,47,20,3,4
08/05/2019,132,61,64,21,1,4
09/05/2019,115,76,96,22,3,8
10/05/2019,140,74,105,20,3,9
11/05/2019,162,181,42,14,3,11
12/05/2019,181,58,44,7,1,2
13/05/2019,86,86,86,22,3,6
14/05/2019,141,137,106,23,5,9
15/05/2019,175,95,86,20,2,6
16/05/2019,155,85,88,17,1,8
17/05/2019,162,42,41,13,0,6
18/05/2019,106,66,32,7,0,2
19/05/2019,88,39,38,7,0,3
20/05/2019,65,31,50,19,0,3
21/05/2019,80,54,75,30,1,6
22/05/2019,106,59,135,23,2,5
23/05/2019,107,87,94,31,2,5
24/05/2019,135,82,122,22,3,5
25/05/2019,149,59,37,12,2,8
26/05/2019,104,16,39,5,0,1
27/05/2019,41,33,63,16,0,2
28/05/2019,61,47,113,18,1,4
29/05/2019,92,49,53,11,2,3
30/05/2019,90,35,47,12,1,1
31/05/2019,68,65,82,19,2,4
01/06/2019,112,65,104,21,2,7
02/06/2019,133,51,100,15,1,5
03/06/2019,104,61,74,13,4,11
04/06/2019,150,54,57,17,2,10
05/06/2019,161,57,48,22,0,10
06/06/2019,137,61,86,8,0,8
07/06/2019,151,51,66,12,0,5
08/06/2019,102,18,41,8,0,4
09/06/2019,31,54,76,15,1,6
10/06/2019,96,56,122,14,3,9
11/06/2019,132,59,119,14,4,10
12/06/2019,118,42,103,11,0,7
13/06/2019,84,65,72,20,1,7
14/06/2019,102,50,90,14,3,7
15/06/2019,76,36,25,11,1,6
16/06/2019,86,53,84,17,1,8
17/06/2019,137,70,144,15,1,8
18/06/2019,158,69,102,9,4,11
19/06/2019,161,69,129,15,2,7
20/06/2019,145,69,76,11,4,10
21/06/2019,130,53,92,17,0,3
22/06/2019,75,73,130,17,7,7
23/06/2019,121,64,121,16,3,7
24/06/2019,114,76,128,13,8,7
25/06/2019,134,70,133,11,4,8
26/06/2019,125,68,128,12,3,8
27/06/2019,141,41,94,6,0,5
28/06/2019,75,33,49,6,0,6
29/06/2019,53,21,36,5,1,4
30/06/2019,17,33,53,13,0,3
01/01/2019,116,54,9,27,7,11
02/01/2019,118,100,5,42,14,21
03/01/2019,204,42,27,11,2,6
04/01/2019,63,28,22,15,7,5
05/01/2019,52,73,6,34,6,12
06/01/2019,147,51,24,21,9,9
07/01/2019,95,27,27,11,2,3
08/01/2019,50,61,14,27,10,7
09/01/2019,121,83,7,37,8,12
10/01/2019,166,91,10,38,8,14
11/01/2019,186,192,7,53,9,25
12/01/2019,282,210,28,33,3,16
13/01/2019,201,123,24,43,5,19
14/01/2019,207,62,24,6,1,3
15/01/2019,42,61,13,26,5,7
16/01/2019,118,61,13,29,6,8
17/01/2019,122,77,6,40,9,13
18/01/2019,163,29,30,10,1,3
19/01/2019,52,24,27,7,1,2
20/01/2019,43,48,25,22,2,6
21/01/2019,85,57,22,25,3,9
22/01/2019,93,45,23,24,2,7
23/01/2019,77,63,15,27,8,13
24/01/2019,186,36,24,10,2,5
25/01/2019,53,34,10,16,2,5
26/01/2019,70,86,27,23,6,10
27/01/2019,129,49,22,14,3,6
28/01/2019,85,102,8,37,10,15
29/01/2019,183,68,24,12,4,7
30/01/2019,79,25,27,7,3,5
31/01/2019,48,73,26,26,4,9
01/02/2019,127,101,10,30,4,13
02/02/2019,186,112,38,7,1,3
03/02/2019,97,80,27,13,3,8
04/02/2019,119,157,21,11,5,7
05/02/2019,179,80,36,10,8,12
06/02/2019,141,32,34,5,1,4
07/02/2019,40,42,32,9,3,3
08/02/2019,80,23,25,7,2,2
09/02/2019,38,33,20,11,3,3
10/02/2019,83,49,27,16,5,5
11/02/2019,112,48,21,12,5,6
12/02/2019,86,32,29,12,2,5
13/02/2019,75,51,20,15,4,7
14/02/2019,133,22,27,4,1,1
15/02/2019,42,20,29,5,1,2
16/02/2019,38,22,27,10,1,3
17/02/2019,49,43,16,26,3,6
18/02/2019,96,84,36,23,2,10
19/02/2019,175,29,28,14,1,5
20/02/2019,94,51,39,24,2,10
21/02/2019,176,76,27,29,3,14
22/02/2019,195,103,46,36,4,18
23/02/2019,229,29,34,28,3,10
24/02/2019,153,57,29,23,5,9
25/02/2019,151,68,28,28,5,9
26/02/2019,139,75,37,29,4,11
27/02/2019,172,80,41,27,4,8
28/02/2019,165,87,39,30,5,11
01/03/2019,197,111,59,33,5,13
02/03/2019,250,102,41,30,6,12
03/03/2019,215,81,36,28,3,9
04/03/2019,172,71,37,22,2,9
05/03/2019,147,17,35,6,0,2
06/03/2019,36,30,35,17,2,4
07/03/2019,66,75,39,27,5,7
08/03/2019,150,85,29,32,5,8
09/03/2019,166,81,28,29,2,9
10/03/2019,183,38,37,13,1,5
11/03/2019,64,26,33,4,0,2
12/03/2019,28,25,33,11,1,3
13/03/2019,36,31,32,11,1,2
14/03/2019,34,48,32,6,0,1
15/03/2019,43,54,30,19,2,4
16/03/2019,81,70,46,25,3,7
17/03/2019,130,98,53,36,6,8
18/03/2019,175,112,59,43,6,11
19/03/2019,193,76,31,20,3,7
20/03/2019,153,31,34,4,0,2
21/03/2019,49,29,34,9,0,1
22/03/2019,33,30,33,4,0,1
23/03/2019,46,67,33,20,3,4
24/03/2019,109,51,39,20,1,5
25/03/2019,99,86,36,23,4,6
26/03/2019,118,90,32,27,4,9
27/03/2019,144,56,24,13,3,5
28/03/2019,108,71,29,14,1,2
29/03/2019,70,26,32,3,0,2
30/03/2019,25,28,33,11,0,3
31/03/2019,41,34,34,15,0,3
01/10/2018,32,25,34,15,1,4
02/10/2018,38,33,32,21,1,4
03/10/2018,51,59,58,24,5,9
04/10/2018,114,72,55,25,4,10
05/10/2018,161,18,25,7,1,3
06/10/2018,29,30,26,16,1,3
07/10/2018,38,35,30,16,1,3
08/10/2018,48,13,19,4,1,2
09/10/2018,19,18,20,11,1,2
10/10/2018,28,24,22,13,1,3
11/10/2018,32,63,31,26,2,5
12/10/2018,107,76,32,33,4,10
13/10/2018,165,108,38,39,3,12
14/10/2018,200,117,18,34,3,15
15/10/2018,204,59,29,14,2,9
16/10/2018,140,38,24,20,1,6
17/10/2018,96,49,25,25,1,6
18/10/2018,100,51,27,28,1,6
19/10/2018,116,64,30,34,3,8
20/10/2018,153,88,13,43,4,14
21/10/2018,186,83,27,28,3,12
22/10/2018,211,35,21,14,1,3
23/10/2018,45,73,13,33,2,8
24/10/2018,125,91,19,39,5,14
25/10/2018,163,48,20,6,2,2
26/10/2018,25,35,26,14,2,2
27/10/2018,42,37,27,4,1,1
28/10/2018,17,18,22,9,2,2
29/10/2018,21,29,24,18,2,3
30/10/2018,44,50,16,24,3,7
31/10/2018,83,55,22,29,3,9
01/11/2018,116,92,7,51,4,14
02/11/2018,188,98,34,44,4,15
03/11/2018,205,58,6,26,1,8
04/11/2018,130,31,10,19,1,4
05/11/2018,67,30,14,18,0,3
06/11/2018,52,46,4,24,0,6
07/11/2018,82,80,3,36,3,11
08/11/2018,156,54,19,23,1,6
09/11/2018,91,35,13,18,1,4
10/11/2018,48,64,21,26,2,7
11/11/2018,119,84,14,34,3,10
12/11/2018,176,104,12,39,2,17
13/11/2018,236,0,11,37,1,20
14/11/2018,272,18,23,15,0,7
15/11/2018,100,24,19,10,1,3
16/11/2018,35,60,8,28,3,6
17/11/2018,110,62,23,20,2,6
18/11/2018,94,74,3,33,6,10
19/11/2018,122,66,19,25,3,7
20/11/2018,111,45,20,18,2,5
21/11/2018,75,56,12,27,3,7
22/11/2018,90,75,2,31,8,13
23/11/2018,151,76,18,28,5,10
24/11/2018,157,83,8,35,3,12
25/11/2018,170,134,3,56,6,23
26/11/2018,295,210,23,15,1,5
27/11/2018,118,122,3,32,10,13
28/11/2018,146,99,6,28,8,12
29/11/2018,139,122,8,39,7,16
30/11/2018,201,131,15,39,6,17
01/12/2018,198,140,4,41,6,25
02/12/2018,233,181,20,10,1,5
03/12/2018,129,56,21,10,1,3
04/12/2018,53,83,2,27,7,9
05/12/2018,122,32,19,6,1,3
06/12/2018,35,34,22,3,1,2
07/12/2018,28,35,21,8,1,2
08/12/2018,33,57,8,26,5,6
09/12/2018,106,70,6,30,5,10
10/12/2018,144,50,19,15,4,4
11/12/2018,73,44,11,25,4,6
12/12/2018,86,35,21,15,2,4
13/12/2018,46,57,7,30,5,8
14/12/2018,113,91,2,40,8,16
15/12/2018,172,85,25,31,6,13
16/12/2018,122,40,20,18,3,5
17/12/2018,100,53,20,26,4,8
18/12/2018,91,55,10,30,3,8
19/12/2018,86,73,2,37,6,11
20/12/2018,126,89,17,33,6,12
21/12/2018,145,68,22,23,3,7
22/12/2018,100,49,21,8,1,4
23/12/2018,41,77,4,30,5,9
24/12/2018,124,66,20,18,4,7
25/12/2018,85,25,19,12,1,5
26/12/2018,33,49,21,4,1,3
27/12/2018,34,41,19,7,1,4
28/12/2018,35,27,19,11,2,3
29/12/2018,38,27,16,17,2,4
30/12/2018,48,0,0,0,0,0
01/07/2018,115,45,87,11,1,8
02/07/2018,202,49,89,16,1,9
03/07/2018,205,61,121,18,1,9
04/07/2018,92,82,120,18,2,11
05/07/2018,97,48,118,13,1,9
06/07/2018,87,49,22,11,1,8
07/07/2018,90,52,86,13,1,8
08/07/2018,83,62,35,14,1,9
09/07/2018,103,37,42,9,0,6
10/07/2018,78,37,25,17,1,5
11/07/2018,65,39,32,18,1,9
12/07/2018,84,41,41,24,1,9
13/07/2018,94,48,85,12,1,8
14/07/2018,100,51,88,15,1,9
15/07/2018,119,35,28,14,1,7
16/07/2018,58,14,27,15,1,6
17/07/2018,46,226,54,15,1,13
18/07/2018,143,52,66,19,1,9
19/07/2018,116,54,90,13,1,9
20/07/2018,136,61,109,12,1,8
21/07/2018,124,51,56,16,1,9
22/07/2018,92,54,84,14,1,9
23/07/2018,109,29,36,11,1,6
24/07/2018,46,16,49,9,1,4
25/07/2018,28,26,79,14,0,5
26/07/2018,38,50,80,12,1,11
27/07/2018,97,57,98,12,1,11
28/07/2018,119,72,103,14,1,14
29/07/2018,154,66,109,15,1,11
30/07/2018,142,71,130,18,9,13
31/07/2018,135,66,128,17,1,11
01/08/2018,134,78,119,8,8,16
02/08/2018,160,65,103,12,1,10
03/08/2018,126,77,128,13,12,12
04/08/2018,144,46,64,6,1,7
05/08/2018,84,46,23,11,8,14
06/08/2018,91,55,78,9,2,10
07/08/2018,123,18,35,10,8,10
08/08/2018,61,35,88,15,0,10
09/08/2018,72,49,117,15,9,10
10/08/2018,88,51,78,8,1,11
11/08/2018,108,49,61,8,8,12
12/08/2018,132,49,71,8,1,9
13/08/2018,105,22,28,9,8,9
14/08/2018,81,29,43,13,1,6
15/08/2018,45,29,70,11,8,5
16/08/2018,43,61,124,20,1,6
17/08/2018,95,30,48,11,8,7
18/08/2018,47,35,29,17,1,7
19/08/2018,57,39,74,11,8,9
20/08/2018,72,30,49,13,1,4
21/08/2018,41,53,31,25,11,8
22/08/2018,62,39,60,19,1,5
23/08/2018,57,31,46,15,8,6
24/08/2018,39,54,96,19,2,6
25/08/2018,75,69,99,13,8,10
26/08/2018,130,68,105,13,4,10
27/08/2018,133,60,81,17,7,11
28/08/2018,126,23,47,11,1,3
29/08/2018,25,44,39,14,8,8
30/08/2018,55,30,78,14,1,5
31/08/2018,48,46,70,13,7,11
01/09/2018,113,45,63,7,1,7
02/09/2018,103,19,33,9,7,7
03/09/2018,82,17,38,12,1,2
04/09/2018,29,31,51,14,2,3
05/09/2018,44,34,28,8,1,3
06/09/2018,35,15,29,7,1,1
07/09/2018,21,21,37,10,1,2
08/09/2018,29,53,62,18,3,5
09/09/2018,72,63,69,24,4,9
10/09/2018,115,61,68,16,4,7
11/09/2018,105,61,87,16,3,7
12/09/2018,110,74,82,27,3,9
13/09/2018,157,85,79,30,3,10
14/09/2018,169,22,25,8,1,3
15/09/2018,42,22,36,11,1,1
16/09/2018,25,37,30,18,1,2
17/09/2018,46,48,26,20,1,4
18/09/2018,63,55,14,27,1,7
19/09/2018,81,62,53,22,2,7
20/09/2018,115,43,24,12,1,3
21/09/2018,48,23,26,5,1,2
22/09/2018,17,24,23,10,1,2
23/09/2018,25,22,29,11,1,2
24/09/2018,29,46,36,14,2,5
25/09/2018,68,52,36,18,2,5
26/09/2018,92,71,31,29,3,9
27/09/2018,144,57,34,19,0,7
28/09/2018,131,15,26,13,7,5
29/09/2018,27,16,27,9,1,2
30/09/2018,20,17,33,6,7,4
01/04/2018,223,159,65,35,5,16
02/04/2018,252,92,34,8,1,2
03/04/2018,54,25,25,16,1,3
04/04/2018,73,153,31,12,1,4
05/04/2018,127,79,35,2,2,1
06/04/2018,60,40,37,10,2,2
07/04/2018,54,67,34,25,3,4
08/04/2018,108,85,45,29,13,13
09/04/2018,158,81,34,20,7,9
10/04/2018,109,43,42,16,3,2
11/04/2018,119,77,40,20,4,5
12/04/2018,125,63,22,28,6,12
13/04/2018,124,142,38,6,2,2
14/04/2018,132,66,46,13,3,2
15/04/2018,108,108,62,24,6,5
16/04/2018,168,137,63,19,5,6
17/04/2018,171,131,74,19,4,7
18/04/2018,169,123,95,32,4,9
19/04/2018,177,102,110,20,7,12
20/04/2018,183,58,21,17,2,8
21/04/2018,123,27,27,8,0,2
22/04/2018,46,26,38,13,0,3
23/04/2018,59,39,42,23,0,3
24/04/2018,71,59,57,24,1,3
25/04/2018,97,87,67,29,4,7
26/04/2018,168,117,55,23,2,6
27/04/2018,127,115,103,30,3,7
28/04/2018,161,115,70,35,4,9
29/04/2018,202,54,42,11,2,5
30/04/2018,89,145,30,16,1,4
01/05/2018,122,45,37,13,0,2
02/05/2018,68,43,40,13,1,1
03/05/2018,72,85,79,27,4,5
04/05/2018,148,182,30,26,3,4
05/05/2018,166,128,59,24,1,4
06/05/2018,140,98,66,21,4,6
07/05/2018,161,62,60,20,2,4
08/05/2018,110,67,85,24,3,5
09/05/2018,140,90,95,31,6,10
10/05/2018,170,74,39,23,2,7
11/05/2018,156,65,68,22,1,14
12/05/2018,188,66,85,22,1,5
13/05/2018,124,92,116,21,4,11
14/05/2018,185,78,54,20,2,10
15/05/2018,155,78,77,17,2,17
16/05/2018,178,47,29,16,2,9
17/05/2018,111,45,64,16,2,4
18/05/2018,73,59,75,21,3,6
19/05/2018,106,43,43,15,3,8
20/05/2018,112,49,25,21,1,9
21/05/2018,146,125,37,12,0,4
22/05/2018,130,159,66,22,2,3
23/05/2018,163,95,105,27,4,6
24/05/2018,159,78,109,17,5,6
25/05/2018,156,94,65,14,2,7
26/05/2018,187,76,54,16,1,2
27/05/2018,158,171,34,11,1,1
28/05/2018,121,39,43,19,1,2
29/05/2018,68,37,70,21,1,3
30/05/2018,106,50,106,22,4,7
31/05/2018,115,52,83,24,1,4
01/06/2018,120,71,124,26,4,7
02/06/2018,149,74,56,17,3,6
03/06/2018,152,65,70,25,1,5
04/06/2018,114,77,105,22,4,5
05/06/2018,117,87,118,18,5,7
06/06/2018,149,45,66,12,2,5
07/06/2018,100,30,62,18,1,4
08/06/2018,66,39,42,15,1,5
09/06/2018,65,40,75,11,1,7
10/06/2018,113,54,77,14,1,8
11/06/2018,146,73,103,26,1,10
12/06/2018,161,39,41,17,2,9
13/06/2018,112,35,93,22,1,7
14/06/2018,92,55,103,17,2,14
15/06/2018,157,70,111,15,1,9
16/06/2018,153,58,81,16,1,10
17/06/2018,118,62,111,20,1,10
18/06/2018,150,61,92,15,2,11
19/06/2018,129,43,71,20,1,7
20/06/2018,108,52,119,23,5,8
21/06/2018,91,67,78,33,5,12
22/06/2018,131,67,150,15,3,9
23/06/2018,129,70,137,10,3,8
24/06/2018,116,81,95,20,4,10
25/06/2018,144,68,118,16,2,17
26/06/2018,171,47,43,19,1,6
27/06/2018,73,23,54,10,1,2
28/06/2018,23,52,81,23,1,5
29/06/2018,60,60,128,17,2,9
30/06/2018,91,49,83,16,1,11
01/01/2018,101,43,20,18,3,7
02/01/2018,86,26,20,10,2,3
03/01/2018,43,23,15,17,1,4
04/01/2018,48,50,16,28,3,8
05/01/2018,89,23,21,19,1,3
06/01/2018,42,54,21,26,6,8
07/01/2018,108,50,24,6,2,2
08/01/2018,51,30,25,6,1,2
09/01/2018,31,25,24,5,1,2
10/01/2018,27,22,22,11,2,3
11/01/2018,36,57,6,40,5,11
12/01/2018,116,79,5,43,7,16
13/01/2018,163,88,20,36,6,15
14/01/2018,183,45,17,25,4,8
15/01/2018,86,111,24,21,2,5
16/01/2018,114,71,24,26,6,9
17/01/2018,107,70,5,42,6,10
18/01/2018,113,95,11,47,11,17
19/01/2018,156,59,13,30,5,8
20/01/2018,97,59,12,21,12,12
21/01/2018,103,44,26,13,3,5
22/01/2018,66,27,24,7,1,3
23/01/2018,37,27,25,15,3,3
24/01/2018,48,20,29,15,3,4
25/01/2018,32,35,12,25,3,2
26/01/2018,78,74,2,38,6,11
27/01/2018,168,50,28,7,2,1
28/01/2018,38,47,26,12,2,2
29/01/2018,36,31,28,14,2,2
30/01/2018,41,60,26,14,4,3
31/01/2018,62,67,28,21,6,6
01/02/2018,90,30,27,5,2,2
02/02/2018,37,20,25,8,2,2
03/02/2018,33,33,24,18,3,3
04/02/2018,58,23,27,6,1,1
05/02/2018,29,46,16,25,6,6
06/02/2018,98,44,31,15,5,6
07/02/2018,81,59,19,28,6,9
08/02/2018,126,86,29,19,5,6
09/02/2018,107,39,30,6,1,3
10/02/2018,44,72,28,3,1,2
11/02/2018,46,49,29,5,1,2
12/02/2018,43,72,20,37,8,12
13/02/2018,130,38,31,13,4,4
14/02/2018,55,48,34,11,6,4
15/02/2018,95,104,35,15,12,6
16/02/2018,166,70,21,17,7,12
17/02/2018,160,86,33,25,8,16
18/02/2018,181,105,28,21,16,20
19/02/2018,196,42,36,12,4,5
20/02/2018,102,49,35,16,8,6
21/02/2018,115,40,34,14,5,4
22/02/2018,55,50,34,20,4,6
23/02/2018,76,62,27,10,6,6
24/02/2018,85,59,28,21,7,7
25/02/2018,125,95,33,37,12,14
26/02/2018,184,127,32,28,6,18
27/02/2018,227,89,32,19,5,9
28/02/2018,160,42,32,7,1,2
01/03/2018,52,78,26,27,9,9
02/03/2018,158,138,17,46,12,19
03/03/2018,223,150,18,21,4,8
04/03/2018,136,93,27,20,4,7
05/03/2018,130,55,28,18,4,7
06/03/2018,117,56,19,24,5,6
07/03/2018,119,48,29,19,5,7
08/03/2018,107,81,36,31,8,10
09/03/2018,171,92,42,30,8,13
10/03/2018,176,70,28,19,10,12
11/03/2018,146,115,39,31,5,12
12/03/2018,198,0,68,53,6,14
13/03/2018,274,206,29,42,9,16
14/03/2018,255,32,40,7,3,3
15/03/2018,63,57,42,10,2,5
16/03/2018,88,55,12,30,4,7
17/03/2018,139,84,35,27,1,8
18/03/2018,172,42,39,23,2,6
19/03/2018,137,38,34,16,2,4
20/03/2018,76,61,29,25,5,6
21/03/2018,140,76,37,31,3,9
22/03/2018,163,87,20,44,7,14
23/03/2018,180,68,46,36,6,13
24/03/2018,179,67,57,28,4,5
25/03/2018,132,95,62,35,7,9
26/03/2018,181,132,50,54,7,13
27/03/2018,229,632,28,27,2,8
28/03/2018,194,111,30,21,9,8
29/03/2018,107,64,47,28,3,5
30/03/2018,113,98,55,42,8,9
31/03/2018,176,137,101,43,9,15
01/10/2017,109,38,11,18,2,4
02/10/2017,49,34,22,18,1,3
03/10/2017,50,50,29,20,2,4
04/10/2017,76,55,36,16,3,5
05/10/2017,115,60,38,22,2,6
06/10/2017,135,83,2,38,2,10
07/10/2017,174,102,0,36,1,12
08/10/2017,183,10,13,16,0,6
09/10/2017,84,9,16,8,0,2
10/10/2017,18,18,17,15,0,4
11/10/2017,41,32,15,22,1,4
12/10/2017,72,57,18,32,2,9
13/10/2017,112,33,9,25,2,5
14/10/2017,46,48,16,23,2,10
15/10/2017,117,50,24,22,2,8
16/10/2017,102,64,18,29,2,10
17/10/2017,147,16,10,26,1,10
18/10/2017,151,57,25,24,2,12
19/10/2017,140,85,18,28,2,14
20/10/2017,170,60,28,20,3,12
21/10/2017,139,50,11,24,3,9
22/10/2017,98,39,20,22,1,6
23/10/2017,84,61,28,25,1,9
24/10/2017,140,76,11,31,1,12
25/10/2017,172,111,2,41,1,15
26/10/2017,196,0,20,35,1,14
27/10/2017,218,27,23,14,1,5
28/10/2017,79,18,23,13,1,2
29/10/2017,23,32,17,22,1,3
30/10/2017,49,78,2,36,2,9
31/10/2017,135,73,9,40,2,9
01/11/2017,142,64,19,31,4,9
02/11/2017,121,25,22,15,1,1
03/11/2017,31,49,19,30,2,7
04/11/2017,98,82,13,37,3,11
05/11/2017,169,100,18,38,2,14
06/11/2017,196,68,26,26,1,9
07/11/2017,132,34,10,25,5,7
08/11/2017,64,70,4,34,3,12
09/11/2017,134,37,23,8,1,3
10/11/2017,33,27,14,18,2,2
11/11/2017,51,68,4,32,2,9
12/11/2017,143,58,24,16,1,5
13/11/2017,75,22,25,13,1,3
14/11/2017,41,37,21,23,1,4
15/11/2017,62,69,6,38,6,11
16/11/2017,148,50,25,17,3,6
17/11/2017,73,41,24,15,3,5
18/11/2017,84,85,5,37,5,11
19/11/2017,172,92,10,43,6,16
20/11/2017,179,113,25,51,7,18
21/11/2017,188,35,25,10,1,2
22/11/2017,35,27,16,9,1,2
23/11/2017,31,34,18,15,3,5
24/11/2017,61,66,3,36,4,9
25/11/2017,129,26,24,11,1,2
26/11/2017,40,68,4,33,5,11
27/11/2017,152,66,22,20,3,9
28/11/2017,96,32,13,18,1,3
29/11/2017,46,40,21,21,3,5
30/11/2017,77,81,8,37,7,11
01/12/2017,158,130,2,59,10,22
02/12/2017,219,56,24,22,2,9
03/12/2017,93,23,22,8,1,2
04/12/2017,26,38,15,21,2,4
05/12/2017,62,49,22,23,4,6
06/12/2017,83,26,20,10,1,2
07/12/2017,35,43,9,23,2,6
08/12/2017,74,50,16,31,3,8
09/12/2017,93,41,26,8,1,1
10/12/2017,35,20,24,9,1,2
11/12/2017,31,26,13,15,2,4
12/12/2017,48,47,6,26,3,7
13/12/2017,95,67,4,34,11,18
14/12/2017,157,45,23,19,3,8
15/12/2017,84,46,22,5,1,1
16/12/2017,38,50,18,24,2,6
17/12/2017,84,45,25,9,2,1
18/12/2017,46,54,13,24,4,5
19/12/2017,90,38,24,21,2,5
20/12/2017,60,63,7,39,6,11
21/12/2017,116,60,21,33,5,12
22/12/2017,104,51,4,34,7,10
23/12/2017,103,47,27,9,2,3
24/12/2017,54,42,15,21,4,5
25/12/2017,90,38,16,22,3,4
26/12/2017,68,67,5,32,6,11
27/12/2017,156,86,23,34,6,16
28/12/2017,180,119,19,45,3,28
29/12/2017,232,84,17,31,2,18
30/12/2017,169,52,12,23,2,6
31/12/2017,89,50,13,21,6,10
01/07/2017,160,78,125,15,5,8
02/07/2017,139,54,100,13,2,6
03/07/2017,125,54,71,21,2,6
04/07/2017,119,69,100,20,1,9
05/07/2017,151,74,38,17,2,13
06/07/2017,135,41,86,10,1,6
07/07/2017,98,46,118,16,1,5
08/07/2017,91,71,132,14,1,9
09/07/2017,156,43,101,17,1,3
10/07/2017,81,69,175,27,2,7
11/07/2017,121,83,121,19,2,7
12/07/2017,153,60,100,11,2,6
13/07/2017,124,52,92,19,2,5
14/07/2017,101,45,73,13,1,7
15/07/2017,104,66,109,22,1,11
16/07/2017,160,53,80,14,2,9
17/07/2017,136,55,57,14,1,7
18/07/2017,149,56,74,12,1,6
19/07/2017,187,80,84,20,3,6
20/07/2017,214,21,40,12,1,6
21/07/2017,72,32,32,16,1,6
22/07/2017,62,53,44,24,0,7
23/07/2017,98,46,18,22,1,6
24/07/2017,88,43,61,17,1,7
25/07/2017,80,34,31,16,1,6
26/07/2017,54,54,51,25,1,9
27/07/2017,95,52,48,25,1,7
28/07/2017,83,52,57,22,1,7
29/07/2017,81,54,87,17,2,6
30/07/2017,85,76,123,19,1,9
31/07/2017,151,57,52,14,1,9
01/08/2017,115,46,26,12,2,10
02/08/2017,79,53,65,9,1,6
03/08/2017,55,40,79,17,1,6
04/08/2017,73,54,88,19,1,6
05/08/2017,75,34,53,18,1,5
06/08/2017,51,36,61,15,1,3
07/08/2017,32,64,113,22,1,6
08/08/2017,84,37,62,13,1,5
09/08/2017,70,64,87,17,1,7
10/08/2017,143,71,58,19,1,10
11/08/2017,149,36,30,18,1,7
12/08/2017,92,40,36,19,0,8
13/08/2017,104,34,63,14,1,7
14/08/2017,77,53,69,14,1,8
15/08/2017,118,49,61,18,1,7
16/08/2017,119,35,64,14,1,6
17/08/2017,68,66,46,31,1,12
18/08/2017,137,46,49,16,1,10
19/08/2017,118,56,63,20,1,12
20/08/2017,149,70,93,21,1,10
21/08/2017,151,70,45,17,1,9
22/08/2017,143,24,47,14,1,7
23/08/2017,62,32,34,22,1,5
24/08/2017,47,31,32,22,1,3
25/08/2017,30,42,32,23,1,4
26/08/2017,47,22,30,13,1,4
27/08/2017,50,27,26,13,1,4
28/08/2017,51,41,33,20,1,4
29/08/2017,53,64,59,22,1,7
30/08/2017,121,64,48,15,1,8
31/08/2017,144,104,54,18,2,14
01/09/2017,192,67,56,17,1,9
02/09/2017,158,57,70,15,2,7
03/09/2017,121,75,71,17,2,8
